#node	identifier	category	term ID	term description
BRCA1	9606.ENSP00000418960	DISEASES	DOID:630	Genetic disease
BRCA1	9606.ENSP00000418960	DISEASES	DOID:6741	Bilateral breast cancer
BRCA1	9606.ENSP00000418960	DISEASES	DOID:7	Disease of anatomical entity
BRCA1	9606.ENSP00000418960	DISEASES	DOID:74	Hematopoietic system disease
BRCA1	9606.ENSP00000418960	DISEASES	DOID:77	Gastrointestinal system disease
BRCA1	9606.ENSP00000418960	DISEASES	DOID:8029	Sporadic breast cancer
BRCA1	9606.ENSP00000418960	DISEASES	DOID:8719	In situ carcinoma
BRCA1	9606.ENSP00000418960	DISEASES	DOID:8791	Breast carcinoma in situ
BRCA1	9606.ENSP00000418960	DISEASES	DOID:9741	Biliary tract disease
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000042	Animal
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000080	Male reproductive gland
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000081	Reproductive system
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000082	Male reproductive system
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000083	Female reproductive system
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000149	Breast
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000174	Embryonic structure
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000180	Cervical carcinoma cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000254	Female reproductive gland
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000284	Organism form
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000356	Breast cancer cell line
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000379	Embryo
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000416	Epithelium
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000426	Erythroleukemia cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000431	Excretory gland
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000522	Gland
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000534	Gonad
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000580	Blood cancer cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000583	Bone marrow cancer cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000634	Integument
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000744	Lymphocytic leukemia cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000816	Breast cell line
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000817	Mammary gland
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000975	Ovary
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0000980	Oviduct
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001028	Peripheral nervous system
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001271	Leukemia cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001363	Testis
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001368	Thorax
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001484	Nervous system
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001488	Endocrine gland
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001489	Whole body
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001493	Trunk
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001541	Pronephros
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001546	Chronic lymphocytic leukemia cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0001568	MDA-MB-436 cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0002402	Oviduct epithelium
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0003091	Urogenital system
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0003096	Internal male genital organ
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0003099	Internal female genital organ
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0003323	HCC-1937 cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0003568	Mammary gland cell line
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0003661	Ovary epithelium
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0004086	Mammary gland tumor cell line
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0004483	Ovarian surface epithelium
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0005932	SUM cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0005933	SUM-1315MO2 cell
BRCA1	9606.ENSP00000418960	TISSUES	BTO:0006254	UWB1.289+BRCA1 cell
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000151	Ubiquitin ligase complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000152	Nuclear ubiquitin ligase complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000228	Nuclear chromosome
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000793	Condensed chromosome
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000794	Condensed nuclear chromosome
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000795	Synaptonemal complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000800	Lateral element
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000930	Gamma-tubulin complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0000931	Gamma-tubulin large complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005622	Intracellular
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005634	Nucleus
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005654	Nucleoplasm
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005694	Chromosome
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005737	Cytoplasm
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005815	Microtubule organizing center
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005856	Cytoskeleton
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0005886	Plasma membrane
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0015630	Microtubule cytoskeleton
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0016020	Membrane
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0016604	Nuclear body
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0030870	Mre11 complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0031436	BRCA1-BARD1 complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0031981	Nuclear lumen
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0032991	Protein-containing complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0043226	Organelle
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0043229	Intracellular organelle
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0043233	Organelle lumen
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0070419	Nonhomologous end joining complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0070531	BRCA1-A complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0070532	BRCA1-B complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0070533	BRCA1-C complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0070767	BRCA1-Rad51 complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0071944	Cell periphery
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0099086	Synaptonemal structure
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:1902494	Catalytic complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:1990234	Transferase complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:1990391	DNA repair complex
BRCA1	9606.ENSP00000418960	COMPARTMENTS	GOCC:1990904	Ribonucleoprotein complex
BRCA1	9606.ENSP00000418960	Monarch	EFO:0000246	Age
BRCA1	9606.ENSP00000418960	Monarch	EFO:0000719	Temporal measurement
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004272	Anemia (phenotype)
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004302	Anthropometric measurement
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004308	Leukocyte count
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004324	Body weights and measures
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004340	Body mass index
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004503	Hematological measurement
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004582	Liver enzyme measurement
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004586	Complete blood cell count
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004703	Age at menarche
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004704	Age at menopause
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004736	Aspartate aminotransferase measurement
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004747	Protein measurement
BRCA1	9606.ENSP00000418960	Monarch	EFO:0004842	Eosinophil count
BRCA1	9606.ENSP00000418960	Monarch	EFO:0005091	Monocyte count
BRCA1	9606.ENSP00000418960	Monarch	EFO:0007987	Granulocyte count
BRCA1	9606.ENSP00000418960	Monarch	EFO:0007988	Myeloid white cell count
BRCA1	9606.ENSP00000418960	Monarch	EFO:0007989	Monocyte percentage of leukocytes
BRCA1	9606.ENSP00000418960	Monarch	HP:0000002	Abnormality of body height
BRCA1	9606.ENSP00000418960	Monarch	HP:0000008	Abnormal morphology of female internal genitalia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000010	Recurrent urinary tract infections
BRCA1	9606.ENSP00000418960	Monarch	HP:0000022	Abnormal male internal genitalia morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000025	Functional abnormality of male internal genitalia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000027	Azoospermia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000028	Cryptorchidism
BRCA1	9606.ENSP00000418960	Monarch	HP:0000032	Abnormality of male external genitalia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000035	Abnormal testis morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000036	Abnormal penis morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000047	Hypospadias
BRCA1	9606.ENSP00000418960	Monarch	HP:0000069	Abnormality of the ureter
BRCA1	9606.ENSP00000418960	Monarch	HP:0000072	Hydroureter
BRCA1	9606.ENSP00000418960	Monarch	HP:0000077	Abnormality of the kidney
BRCA1	9606.ENSP00000418960	Monarch	HP:0000078	Abnormality of the genital system
BRCA1	9606.ENSP00000418960	Monarch	HP:0000079	Abnormality of the urinary system
BRCA1	9606.ENSP00000418960	Monarch	HP:0000080	Abnormality of reproductive system physiology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000083	Renal insufficiency
BRCA1	9606.ENSP00000418960	Monarch	HP:0000118	Phenotypic abnormality
BRCA1	9606.ENSP00000418960	Monarch	HP:0000119	Abnormality of the genitourinary system
BRCA1	9606.ENSP00000418960	Monarch	HP:0000130	Abnormality of the uterus
BRCA1	9606.ENSP00000418960	Monarch	HP:0000135	Hypogonadism
BRCA1	9606.ENSP00000418960	Monarch	HP:0000137	Abnormality of the ovary
BRCA1	9606.ENSP00000418960	Monarch	HP:0000144	Decreased fertility
BRCA1	9606.ENSP00000418960	Monarch	HP:0000152	Abnormality of head or neck
BRCA1	9606.ENSP00000418960	Monarch	HP:0000153	Abnormality of the mouth
BRCA1	9606.ENSP00000418960	Monarch	HP:0000159	Abnormal lip morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000163	Abnormal oral cavity morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000164	Abnormality of the dentition
BRCA1	9606.ENSP00000418960	Monarch	HP:0000172	Abnormal uvula morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000174	Abnormal palate morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000175	Cleft palate
BRCA1	9606.ENSP00000418960	Monarch	HP:0000177	Abnormal upper lip morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000189	Narrow palate
BRCA1	9606.ENSP00000418960	Monarch	HP:0000202	Oral cleft
BRCA1	9606.ENSP00000418960	Monarch	HP:0000215	Thick upper lip vermilion
BRCA1	9606.ENSP00000418960	Monarch	HP:0000218	High palate
BRCA1	9606.ENSP00000418960	Monarch	HP:0000234	Abnormality of the head
BRCA1	9606.ENSP00000418960	Monarch	HP:0000238	Hydrocephalus
BRCA1	9606.ENSP00000418960	Monarch	HP:0000240	Abnormality of skull size
BRCA1	9606.ENSP00000418960	Monarch	HP:0000252	Microcephaly
BRCA1	9606.ENSP00000418960	Monarch	HP:0000268	Dolichocephaly
BRCA1	9606.ENSP00000418960	Monarch	HP:0000271	Abnormality of the face
BRCA1	9606.ENSP00000418960	Monarch	HP:0000277	Abnormal mandible morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000280	Coarse facial features
BRCA1	9606.ENSP00000418960	Monarch	HP:0000286	Epicanthus
BRCA1	9606.ENSP00000418960	Monarch	HP:0000290	Abnormality of the forehead
BRCA1	9606.ENSP00000418960	Monarch	HP:0000294	Low anterior hairline
BRCA1	9606.ENSP00000418960	Monarch	HP:0000315	Abnormality of the orbital region
BRCA1	9606.ENSP00000418960	Monarch	HP:0000316	Hypertelorism
BRCA1	9606.ENSP00000418960	Monarch	HP:0000324	Facial asymmetry
BRCA1	9606.ENSP00000418960	Monarch	HP:0000340	Sloping forehead
BRCA1	9606.ENSP00000418960	Monarch	HP:0000347	Micrognathia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000356	Abnormality of the outer ear
BRCA1	9606.ENSP00000418960	Monarch	HP:0000364	Hearing abnormality
BRCA1	9606.ENSP00000418960	Monarch	HP:0000365	Hearing impairment
BRCA1	9606.ENSP00000418960	Monarch	HP:0000366	Abnormality of the nose
BRCA1	9606.ENSP00000418960	Monarch	HP:0000377	Abnormal pinna morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000415	Abnormality of the choanae
BRCA1	9606.ENSP00000418960	Monarch	HP:0000422	Abnormal nasal bridge morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000426	Prominent nasal bridge
BRCA1	9606.ENSP00000418960	Monarch	HP:0000429	Abnormal morphology of the nasal alae
BRCA1	9606.ENSP00000418960	Monarch	HP:0000453	Choanal atresia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000463	Anteverted nares
BRCA1	9606.ENSP00000418960	Monarch	HP:0000478	Abnormality of the eye
BRCA1	9606.ENSP00000418960	Monarch	HP:0000481	Abnormal cornea morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000483	Astigmatism
BRCA1	9606.ENSP00000418960	Monarch	HP:0000486	Strabismus
BRCA1	9606.ENSP00000418960	Monarch	HP:0000492	Abnormal eyelid morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000496	Abnormality of eye movement
BRCA1	9606.ENSP00000418960	Monarch	HP:0000499	Abnormal eyelash morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000504	Abnormality of vision
BRCA1	9606.ENSP00000418960	Monarch	HP:0000505	Visual impairment
BRCA1	9606.ENSP00000418960	Monarch	HP:0000508	Ptosis
BRCA1	9606.ENSP00000418960	Monarch	HP:0000517	Abnormal lens morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000518	Cataract
BRCA1	9606.ENSP00000418960	Monarch	HP:0000520	Proptosis
BRCA1	9606.ENSP00000418960	Monarch	HP:0000525	Abnormality iris morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000527	Long eyelashes
BRCA1	9606.ENSP00000418960	Monarch	HP:0000539	Abnormality of refraction
BRCA1	9606.ENSP00000418960	Monarch	HP:0000549	Abnormal conjugate eye movement
BRCA1	9606.ENSP00000418960	Monarch	HP:0000553	Abnormal uvea morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000568	Microphthalmia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000581	Blepharophimosis
BRCA1	9606.ENSP00000418960	Monarch	HP:0000582	Upslanted palpebral fissure
BRCA1	9606.ENSP00000418960	Monarch	HP:0000598	Abnormality of the ear
BRCA1	9606.ENSP00000418960	Monarch	HP:0000599	Abnormality of the frontal hairline
BRCA1	9606.ENSP00000418960	Monarch	HP:0000639	Nystagmus
BRCA1	9606.ENSP00000418960	Monarch	HP:0000689	Dental malocclusion
BRCA1	9606.ENSP00000418960	Monarch	HP:0000692	Tooth malposition
BRCA1	9606.ENSP00000418960	Monarch	HP:0000707	Abnormality of the nervous system
BRCA1	9606.ENSP00000418960	Monarch	HP:0000750	Delayed speech and language development
BRCA1	9606.ENSP00000418960	Monarch	HP:0000769	Abnormality of the breast
BRCA1	9606.ENSP00000418960	Monarch	HP:0000795	Abnormality of the urethra
BRCA1	9606.ENSP00000418960	Monarch	HP:0000811	Abnormal external genitalia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000812	Abnormal internal genitalia
BRCA1	9606.ENSP00000418960	Monarch	HP:0000813	Bicornuate uterus
BRCA1	9606.ENSP00000418960	Monarch	HP:0000818	Abnormality of the endocrine system
BRCA1	9606.ENSP00000418960	Monarch	HP:0000864	Abnormality of the hypothalamus-pituitary axis
BRCA1	9606.ENSP00000418960	Monarch	HP:0000924	Abnormality of the skeletal system
BRCA1	9606.ENSP00000418960	Monarch	HP:0000925	Abnormality of the vertebral column
BRCA1	9606.ENSP00000418960	Monarch	HP:0000929	Abnormal skull morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0000951	Abnormality of the skin
BRCA1	9606.ENSP00000418960	Monarch	HP:0000953	Hyperpigmentation of the skin
BRCA1	9606.ENSP00000418960	Monarch	HP:0000957	Cafe-au-lait spot
BRCA1	9606.ENSP00000418960	Monarch	HP:0001000	Abnormality of skin pigmentation
BRCA1	9606.ENSP00000418960	Monarch	HP:0001010	Hypopigmentation of the skin
BRCA1	9606.ENSP00000418960	Monarch	HP:0001034	Hypermelanotic macule
BRCA1	9606.ENSP00000418960	Monarch	HP:0001053	Hypopigmented skin patches
BRCA1	9606.ENSP00000418960	Monarch	HP:0001155	Abnormality of the hand
BRCA1	9606.ENSP00000418960	Monarch	HP:0001159	Syndactyly
BRCA1	9606.ENSP00000418960	Monarch	HP:0001167	Abnormality of finger
BRCA1	9606.ENSP00000418960	Monarch	HP:0001172	Abnormal thumb morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001197	Abnormality of prenatal development or birth
BRCA1	9606.ENSP00000418960	Monarch	HP:0001199	Triphalangeal thumb
BRCA1	9606.ENSP00000418960	Monarch	HP:0001217	Clubbing
BRCA1	9606.ENSP00000418960	Monarch	HP:0001249	Intellectual disability
BRCA1	9606.ENSP00000418960	Monarch	HP:0001263	Global developmental delay
BRCA1	9606.ENSP00000418960	Monarch	HP:0001347	Hyperreflexia
BRCA1	9606.ENSP00000418960	Monarch	HP:0001367	Abnormal joint morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001373	Joint dislocation
BRCA1	9606.ENSP00000418960	Monarch	HP:0001384	Abnormal hip joint morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001392	Abnormality of the liver
BRCA1	9606.ENSP00000418960	Monarch	HP:0001507	Growth abnormality
BRCA1	9606.ENSP00000418960	Monarch	HP:0001508	Failure to thrive
BRCA1	9606.ENSP00000418960	Monarch	HP:0001510	Growth delay
BRCA1	9606.ENSP00000418960	Monarch	HP:0001511	Intrauterine growth retardation
BRCA1	9606.ENSP00000418960	Monarch	HP:0001537	Umbilical hernia
BRCA1	9606.ENSP00000418960	Monarch	HP:0001549	Abnormal ileum morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001551	Abnormal umbilicus morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001560	Abnormality of the amniotic fluid
BRCA1	9606.ENSP00000418960	Monarch	HP:0001562	Oligohydramnios
BRCA1	9606.ENSP00000418960	Monarch	HP:0001572	Macrodontia
BRCA1	9606.ENSP00000418960	Monarch	HP:0001574	Abnormality of the integument
BRCA1	9606.ENSP00000418960	Monarch	HP:0001595	Abnormal hair morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001626	Abnormality of the cardiovascular system
BRCA1	9606.ENSP00000418960	Monarch	HP:0001627	Abnormal heart morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001631	Atrial septal defect
BRCA1	9606.ENSP00000418960	Monarch	HP:0001636	Tetralogy of Fallot
BRCA1	9606.ENSP00000418960	Monarch	HP:0001637	Abnormal myocardium morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001638	Cardiomyopathy
BRCA1	9606.ENSP00000418960	Monarch	HP:0001639	Hypertrophic cardiomyopathy
BRCA1	9606.ENSP00000418960	Monarch	HP:0001643	Patent ductus arteriosus
BRCA1	9606.ENSP00000418960	Monarch	HP:0001646	Abnormal aortic valve morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001654	Abnormal heart valve morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001671	Abnormal cardiac septum morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001679	Abnormal aortic morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001710	Conotruncal defect
BRCA1	9606.ENSP00000418960	Monarch	HP:0001732	Abnormality of the pancreas
BRCA1	9606.ENSP00000418960	Monarch	HP:0001760	Abnormal foot morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001763	Pes planus
BRCA1	9606.ENSP00000418960	Monarch	HP:0001770	Toe syndactyly
BRCA1	9606.ENSP00000418960	Monarch	HP:0001780	Abnormality of toe
BRCA1	9606.ENSP00000418960	Monarch	HP:0001824	Weight loss
BRCA1	9606.ENSP00000418960	Monarch	HP:0001871	Abnormality of blood and blood-forming tissues
BRCA1	9606.ENSP00000418960	Monarch	HP:0001872	Abnormality of thrombocytes
BRCA1	9606.ENSP00000418960	Monarch	HP:0001873	Thrombocytopenia
BRCA1	9606.ENSP00000418960	Monarch	HP:0001877	Abnormal erythrocyte morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001881	Abnormal leukocyte morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001882	Leukopenia
BRCA1	9606.ENSP00000418960	Monarch	HP:0001903	Anemia
BRCA1	9606.ENSP00000418960	Monarch	HP:0001924	Sideroblastic anemia
BRCA1	9606.ENSP00000418960	Monarch	HP:0001939	Abnormality of metabolism/homeostasis
BRCA1	9606.ENSP00000418960	Monarch	HP:0001965	Abnormal scalp morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0001999	Abnormal facial shape
BRCA1	9606.ENSP00000418960	Monarch	HP:0002007	Frontal bossing
BRCA1	9606.ENSP00000418960	Monarch	HP:0002011	Morphological central nervous system abnormality
BRCA1	9606.ENSP00000418960	Monarch	HP:0002012	Abnormality of the abdominal organs
BRCA1	9606.ENSP00000418960	Monarch	HP:0002023	Anal atresia
BRCA1	9606.ENSP00000418960	Monarch	HP:0002031	Abnormal esophagus morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002060	Abnormal cerebral morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002086	Abnormality of the respiratory system
BRCA1	9606.ENSP00000418960	Monarch	HP:0002118	Abnormal cerebral ventricle morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002119	Ventriculomegaly
BRCA1	9606.ENSP00000418960	Monarch	HP:0002143	Abnormality of the spinal cord
BRCA1	9606.ENSP00000418960	Monarch	HP:0002167	Neurological speech impairment
BRCA1	9606.ENSP00000418960	Monarch	HP:0002242	Abnormal intestine morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002244	Abnormality of the small intestine
BRCA1	9606.ENSP00000418960	Monarch	HP:0002245	Meckel diverticulum
BRCA1	9606.ENSP00000418960	Monarch	HP:0002246	Abnormal duodenum morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002251	Aganglionic megacolon
BRCA1	9606.ENSP00000418960	Monarch	HP:0002270	Abnormality of the autonomic nervous system
BRCA1	9606.ENSP00000418960	Monarch	HP:0002414	Spina bifida
BRCA1	9606.ENSP00000418960	Monarch	HP:0002463	Language impairment
BRCA1	9606.ENSP00000418960	Monarch	HP:0002575	Tracheoesophageal fistula
BRCA1	9606.ENSP00000418960	Monarch	HP:0002597	Abnormality of the vasculature
BRCA1	9606.ENSP00000418960	Monarch	HP:0002644	Abnormal pelvic girdle bone morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002650	Scoliosis
BRCA1	9606.ENSP00000418960	Monarch	HP:0002664	Neoplasm
BRCA1	9606.ENSP00000418960	Monarch	HP:0002683	Abnormal calvaria morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002715	Abnormality of the immune system
BRCA1	9606.ENSP00000418960	Monarch	HP:0002719	Recurrent infections
BRCA1	9606.ENSP00000418960	Monarch	HP:0002778	Abnormal tracheal morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002813	Abnormality of limb bone morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002814	Abnormality of the lower limb
BRCA1	9606.ENSP00000418960	Monarch	HP:0002817	Abnormality of the upper limb
BRCA1	9606.ENSP00000418960	Monarch	HP:0002818	Abnormal morphology of the radius
BRCA1	9606.ENSP00000418960	Monarch	HP:0002823	Abnormality of femur morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002827	Hip dislocation
BRCA1	9606.ENSP00000418960	Monarch	HP:0002861	Melanoma
BRCA1	9606.ENSP00000418960	Monarch	HP:0002863	Myelodysplasia
BRCA1	9606.ENSP00000418960	Monarch	HP:0002894	Neoplasm of the pancreas
BRCA1	9606.ENSP00000418960	Monarch	HP:0002921	Abnormal cerebrospinal fluid morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002973	Abnormal forearm morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0002977	Aplasia/Hypoplasia involving the central nervous system
BRCA1	9606.ENSP00000418960	Monarch	HP:0002997	Obsolete Abnormality of the ulna
BRCA1	9606.ENSP00000418960	Monarch	HP:0003002	Breast carcinoma
BRCA1	9606.ENSP00000418960	Monarch	HP:0003022	Hypoplasia of the ulna
BRCA1	9606.ENSP00000418960	Monarch	HP:0003026	Short long bone
BRCA1	9606.ENSP00000418960	Monarch	HP:0003220	Abnormality of chromosome stability
BRCA1	9606.ENSP00000418960	Monarch	HP:0003272	Abnormal hip bone morphology
BRCA1	9606.ENSP00000418960	Monarch	HP:0003330	Abnormal bone structure
BRCA1	9606.ENSP00000418960	Monarch	HP:0003549	Abnormality of connective tissue
BRCA1	9606.ENSP00000418960	Monarch	HP:0004097	Deviation of finger
